Asin,ProductName,UserName,Rating,Subject,ReviewDate,Review
B09W52WZKT,Watch D,A.W. ,4.0 out of 5 stars,4.0 out of 5 starsGreat watch with one flaw,10-Oct-23,"I generally do not write reviews, but I thought this bit of information may help some other people. This is a great watch! Truly just as described. Easy set up within minutes. However, there is 1 design flaw that even customer service couldn't get me around. When you have the phone setting turned on on the watch to make and receive calls, unfortunately all the sound from your phone (videos, notification sounds, music etc) will automatically come from your watch also. So that means if your watch is connected by Bluetooth, even if you're not wearing it but it's close enough in proximity to you, you will get no sound from your phone at all. It will all come through the watch. Customer service says to turn off the phone setting on the watch in order for sound to come from your phone. However, if you turn off the phone setting, then you cannot make and receive calls on the watch - which would defeat the purpose of one of its main features. I found this SUPER annoying and was just about to return it when I figured out the solution. So....the way around it is this: under device control, choose your watch, click device settings and turn off the media toggle. Now all the sound comes from your phone and you can still make and receive calls on your watch. Hope this helps others who may be experiencing the same problem. Only wish customer service had been more knowledgeable about this."
B09W52WZKT,Watch D,Amazon Customer,4.0 out of 5 stars,4.0 out of 5 starsGreat start off watch,11-Sep-23,"If you want something that’s affordable with a lot of features. Get this watch. You can talk from it, listen to music, set your own photos, and the battery life last days. It comes with its own app that you can link to your iPhone. My only issue is with daily wear it can make your wrist hurt and peel. It will even cause discoloration in the spot that it irritates. So if you have sensitive skin. Beware. You can change the band. But I’m not sure where you will find one. It is the size of a normal size watch. I got many compliments on it too. I loved the watch so much I bought my friend one. So I definitely would suggest if you want something practical, affordable and easy to use."
B09W52WZKT,Watch D,Diana V.,5.0 out of 5 stars,5.0 out of 5 starsBest Budget Smart Watch,12-Jan-23,"I have been wearing this to work for about 2 and a half weeks. I chose this watch because of the features. I am a dog groomer which can be a physically demanding job. I  needed something that can receive calls and text notifications for when I am too busy to look at my phone. I needed it to be water resistant for baths. And it needs to have a good battery life. This watch not only does all of those things, I can answer phone calls, I can make calls, I can listen to music and app sounds from my watch. The sports features never really tested because I didn't want it for that reason. I do see that the stepping count is not accurate but I really only needed it to tell me time and to receive any emergency calls I may not reach or hear. If you want smart watches that are accurate in calculating health stuff, maybe invest in something more reliable. But if your looking for a watch that tells time, has alarms and timers, receives calls and text notifications, makes calls, and plays music, then this is for you. Why waste hundreds of dollars on an apple watch when you can get the same basic features and designs for hundreds of dollars cheaper ?"
B09W52WZKT,Watch D,Charity,4.0 out of 5 stars,4.0 out of 5 starsHasn't even been a year.,13-Feb-23,First one stopped working. I contacted the manufacturer. They resent another one and it arrived quickly.
B09W52WZKT,Watch D,Manuel Ruvalcaba ,5.0 out of 5 stars,5.0 out of 5 starsBueno producto,14-Sep-23,Muy practico
B09W52WZKT,Watch D,Smart watch,3.0 out of 5 stars,3.0 out of 5 starsEasy setup but watch didn't work very long,15-Aug-23,The watch worked for 2 days and turned off and did not turn back on again the battery life was great and the speaker worked amazingly well and I would not recommend from buying this product again!! But other then that the watch worked good but didn't last for a week only lasted 2 days! I won't recommend buying this product again!!
B09W52WZKT,Watch D,Lolita S Duppins,4.0 out of 5 stars,4.0 out of 5 starsLovely watch but can’t figure out the other functions.,16-Jun-23,"I like this watch the features and everything. My only problem is I do not know how to set up all the features. It is connected to my phone and I downloaded the app, but it doesn’t ring or show me that I’m receiving a phone call or anything like that. A lot of the features and functions I cannot set up. I wish it came with better instructions or if someone have a video they can show me how to set it up. I would greatly appreciate it."
B09W52WZKT,Watch D,Marva J. Sneed,5.0 out of 5 stars,5.0 out of 5 starsIt works very like a charm,17-Sep-23,It works very well. I have not had any malfunctions. It keeps good time and the battery life is great.I have owned it for over a year now.Marva J. Sneed
B09W52WZKT,Watch D,3044,5.0 out of 5 stars,5.0 out of 5 starsWatch,18-Mar-23,"Buy the protection plan. The charger has been replaced, no questions or hassle. The watch was dropped & broke. Again, watch was replaced in a 5 minute process."
B09W52WZKT,Watch D,Bibliophile,5.0 out of 5 stars,5.0 out of 5 starsGood watch,19-Dec-23,"This does a very good job as a fitness tracker, receiving calls, and receiving texts. The app takes up LOTS of space on my cell phone, so I deleted it, and the watch works fine without it. I downloaded my own picture for the watch. The battery lasts a long time. The band is comfortable."
B09W52WZKT,Watch D,CoryCory,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsIt actually works!,20-Aug-23,"I'll be honest I was prepared for it not to work great with not being a name brand watch that markets all their bells and whistles. But this watch is great! Starting with the physical watch, it's NOT heavy or bulking and the wrist band to it fits great and is so soft and smooth that it doesn't even irritate your skin when wearing it all day and night ❤️ onto the app is was extremely easy to download and connect to the watch and you have easy access to talk to customer service right there (no having to search for the contact option like almost every app/website and business) in the app you also have easy access to choose what you want you watch to do and all the things it can connect to, you can even control your music on it! Now to the watch functions, it's beyond easy to control, very clear, you can literally edit the watch to your liking and I love that, Ive now have a few calls and texts on my watch and it's great, the voice quality back and forth is great which also surprised me. Honestly 10 out of 10 I'd recommend this watch and their customer service is great and fast also! I almost forgot you can control your phones camera from it also which I tested out by setting up by phone and standing from a distance to have it take the picture which I'm very excited for, being a mom that is usually never in group photos now I can be in them and simple control it from my watch while posing! ❤️ And there's no delay unless you set a delay timer on your phone if wanted ❤️"
B09W52WZKT,Watch D,cmwills,5.0 out of 5 stars,5.0 out of 5 stars1st Smart Watch,21-Jun-23,"This is my first and only smart watch.I didn't want to pay big money for something I wasn't sure would be useful or that I would enjoy wearing. That is why I chose this watch.It connects to my phone through bluetooth for phone calls and text. Meaning, you can make and recieve phone calls through the watch. You can view texts and other phone alerts through the watch. You cannot send texts, but that doesn't bother me.The connection distance is good. It stays connected throughout my entire home when I don't have my phone on me.I enjoy the additional features like step monitoring, weather, spo2, heart rate, find phone, alarms, flashlight and different watch faces. The app has a a feature to chat with an agent if you need help which I have used.The band is comfortable. I chose the pink and it is a very light pink.One thing that I dislike is that when the watch is connected through the phone bluetooth, all sound is played through the watch. This includes games, videos, ads. I wish it had the intelligence to know that those sounds are not helpful through the watch. I end up having to disconnect the bluetooth when I don't want sound played through it. And that ends up disconnecting the watch and alerts from my phone completely. I don't know if other name brand smart watches have the ability to differentiate between the sounds. This is why I rated the watch 4 stars instead of 5.Overall, I am pleased with this for my first smart watch and recommend it."
B09W52WZKT,Watch D,Emily C.Emily C.,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsWho needs an Apple or Samsung Smart watch?,22-May-23,"The media could not be loaded.                 PROS:(1) Watch does what the description says it does.(2) Easy to learn/use.(3) For the price??- I LOVE the multi-navigational Menus, the remote Camera Shutter, the Oxygen, BPM, and Sleep trackers; and the ability to actually make/receive calls!(4) Many watch-faces to choose from on the app, and they're free.(5) The weather and GPS is accurate too. (6) Has a sturdy wrist band.(7) The app is easy to download and to navigate.CONS: (1) The Bluetooth media output is wonky. If I'm wearing my watch and have my phone out, sometimes the phone audio will switch to the watch itself. Other times, if I put wireless earbuds in, turn my car Bluetooth on, etc., the audio will default to my watch. I have to manually go onto my phone settings to change the Bluetooth to wherever I actually want it.(2) The Bluetooth, in general, disconnects a couple times per day. I'll wonder why I haven't received notifications on my watch; it's because I have to go onto my phone, open the watch-app, and re-connect the devices.(3) The battery life runs down faster than the previous watch I owned. (To be fair, though, it HAS been 3 days since I charged it, and it's only at 60%.)"
B09W52WZKT,Watch D,Jonathan Poss,5.0 out of 5 stars,5.0 out of 5 starsSmartwatch/Health bracelet,23-Nov-23,"For the price this thing is amazing!!!!! It looks and responds every bit as good as the expensive name brand smart watches and I've bumped mine many times already while working on heavy machinery and not only has it not dinged or scratched but the screen protector that comes with it works flawlessly. My battery lasts me roughly 4-6 days, depending on how much I check my heart rate and stuff lol but still that's better than most of the big dog brands. My biggest concerns are mainly the app and I wish u could return text messages instead of only receiving them. It wouldn't be too hard to set up a numeric keypad  to send texts if nothing else like the one it uses to make phone calls. That way u wouldn't have to bother with trying to type on a full keyboard, u could just push the number 2 until it got to A, B, C or 2. Just a thought for the future lol. But I'm still very very happy with my watch for the price!!!!! The app needs to be where sleep time can be adjusted cause not all of us sit up 10pm and get up at 6am like it has preprogrammed. The app would be great if someone would just sit down and take the time to go over everything and work out all the kinks. I love that it takes my heart rate but honestly I wish it did blood pressure too or was optional on which one u wanted on ur watch. Make no mistake about it......... I highly recommend this product overall to anyone like me with limited means that want to enjoy the benefits of having a smartwatch/Health bracelet. I've had several for not much cheaper than this and they all done great for the price but this watch does as much as all my other ones together and was still at a very very good price!!!!!!!"
B09W52WZKT,Watch D,TheOnlyAlaisaTheOnlyAlaisa,3.0 out of 5 stars3.0 out of 5 stars,3.0 out of 5 starsVery good for the money,5-Oct-23,"1.I LOVE the calling. It does so good even pretty far from my phone (I leave it in a locker at work) it does the same *important* things my boyfriends apple watch does. The sound is very clear and you don't have to have it right up by your face for the other person to hear you.2.It has find my phone (it rings your phone loudly)3.It has a customizable watch face.Again, it's very good for the use I got it. It's cheap and I'm a welder, so if it's gets broken it's easily replaceable.4. The battery life is very good.5. It plays music from your phone (however I've had issues with not being able to stop the music from my watch bc it says phone not connected, which isn't true.)Downsides: The BIGGEST downside is the app on your phone. It needs a serious upgrade. It constantly says not connected even though my Bluetooth is connected to the watch, so it's a pain trying to find out how to reconnect it.2.I can't get it to save my favorite contacts. It worked one time and when I restarted it to reconnect it, they disappeared.3. You can't reply to a text without using bixby voice (bixby is trash) so it doesn't work with a galaxy. There's not even standard text options like ""I'll call you back"" ""Ok"" ""Can't talk right now"" just your phones voice option (bixby or siri)"
B09W52WZKT,Watch D,Jennifer,3.0 out of 5 stars,3.0 out of 5 starsWorks pretty well,4-Nov-23,I like it and for the price it works great. However when it's connected to wifi it does this like faint Hissing sound when you type. Can't really have the watch and my Bluetooth headphones connected at the same time. The watch always plays sound unless I disconnect it while using my headphones.
B09W52WZKT,Watch D,santiago perez,5.0 out of 5 stars,5.0 out of 5 starsPerfecto,21-Nov-23,Ya lo tengo hace mucho tiempo y funciona correctamente
B09W52WZKT,Watch D,clin0707,4.0 out of 5 stars,4.0 out of 5 starsWeather app not working,19-Nov-23,"I love the watch but the weather app on it continues to say ""no data"". I've used the guide to trouble shoot and have made sure the weather option in the app on my phone is turned on and that my watch is ""linked"" to my phone. I've not taken the time to contact the seller to ask questions for a remedy for the weather issue. To note: the ability to answer and make calls works great, as well as being able to receive text messages. Has anyone else had this issue with the weather app and been able to resolve it?"
B09W52WZKT,Watch D,Lora_K,2.0 out of 5 stars,"2.0 out of 5 starsDisappointed with form, function, and features.",15-Nov-23,"With all the 5-star reviews, I was hopeful that this watch would work better than the Xiaomi fitness tracker that I had tried for tracking my sleep patterns, as well as provide accurate recording of other metrics and handy features such as messages and weather.I was, however, disappointed. Also, I need to disclose that I received a message that offered me $30 if I left a 5-star review. That's more than half what I payed for the watch. I did not find that to be an incentive, I found that to be irritating.On the plus side, I did like how the watch was handling messages and phone calls.On the negative side:- The watch felt bulky and looked awkward on my tiny wrist.- Activating the screen often required pushing the button on the side; there was no way to tap the screen on. I found this to be surprisingly annoying.- The screen was decidedly less responsive than the first tracker I tried. Possibly because of the screen protector?- The bubble menu that you see in the pictures is somewhat hard to use, because 1) you have to know what all of those pictures mean, 2) you have to hunt for the one you want in the tightly-packed space, and 3) the ones at the edges are shrunk as you maneuver around the menu area, making them even harder to see.- As far as I could find, there were few if any customization options for the menus. You're stuck with the full bubble menu layout, you're stuck with all the workout options in the same order, you're stuck with whatever shortcuts they provide - or don't provide.- Also, the offerings for different watch faces in the app were mostly cute backgrounds with just the time, or maybe time and steps. The few faces that had robust displays of data were so crammed that they were hard to read. The only one that I found that was nicely readable didn't bother to include the outside temperature, which I wanted to be able to check before going out for a walk.- And finally, the sleep tracking was worse than the one I returned. I was awake and up several times through the night, but the tracker didn't record the times I got up. If a tracker can't tell the difference between sleeping and walking to the bathroom, I don't trust its sleep analysis!After some more comparison shopping, I finally decided to try the Fitbit Charge 5. So far, I am very happy with it... but that's another review altogether!"
B09W52WZKT,Watch D,Ms Mama C,1.0 out of 5 stars,1.0 out of 5 starsSmart watch or is it?,15-Oct-23,"I've owned a fitbit watch for several years, two of them actually.  I wanted to upgrade to a smart watch but I didn't want to spend a fortune on one.My husband bought me this watch for my birthday.  I've owned it for 3 months as of the date of this review.Now, I'm not a high tech person so if you're looking for that type of review, stop reading here. But I'm going to share what I like and dislike about the watch and app though.For starters, I was excited to receive the watch as a gift.  The screen is large.  I liked the rose gold band.  Over all the screen is pretty easy to navigate and fairly straight forward.The HuaWise app which I downloaded from the Google playstore is a pain in the rear though.  Oddly enough when I downloaded the app my phone lost its data connection and it took hours before it returned.  Maybe it was coincidental, but my phone has acted buggy ever since I put this app on my phone.  Jump ahead just 3 months and now the app crashes consistently.Some of the features I was looking forward to in a smart watch - being able to take a phone call when I'm biking or walking without pulling my phone out.  Reading a text - note:  you can not response to an SMS on this watch.  I also wanted a watch that would track my steps, get a fairly accurate heart rate, and O2 level.Well, after about 2 months, with no changes to the settings, the watch quit vibrating whenever I receive a text or phone call.  I can not figure out how to get this feature back, but quite honestly with the app crashing I'm probably going to stop using the watch anyway.One of the frustrating things for me as well is the Bluetooth features. When I'm in my car I can not have the bloothooth connected to the watch and my vehicle.  If it's on on the watch my phone will right through the watch and I can not override to take the call through my car.The app does not feature any type of calorie logging feature either which the fitbit app does.And as far as recording steps - I've got to swing my arm very forcefully for the watch to log my steps.The few things I like about the watch: ease of navigation, battery life is great, there's a flashlight, albeit not very bright, easy to navigate, large screen, and there are fun watch faces you can download.  The price point would be great if the watch worked and certain functions didn't override others or some just stop working altogether.Going back to the app, what good is it if it crashes?  It's not.So, with all that being said, I can not in good conscience recommend this watch to anyone!Wish I'd sent it back before the return period was over."
B09W52WZKT,Watch D,MayraMayra,5.0 out of 5 stars5.0 out of 5 stars,"5.0 out of 5 starsLove product., great customer service",14-Nov-23,"Depending on your desire for its use this is a great watch, I literally only got it because I. Am starting a new job having a 2 year old I wanted to be able to know if I was getting a call from my sitter without having to carry my phone in my pockets at all times. Fits perfect I ended up using the alarm for it and love it adjusted my screen to my sons picture and love it., make sure to scan the sqcode for you to get the app for it. Download was fast and easy the watch came it at 25% charge make sure to charge it when you get it so it makes it easy to do any changes it charges fast also And very durable. Do not shower with it or have in a room rich with steam not recommended. Working out with it is ok a little sweat wouldn’t hurt. Also I reached out to customer service and I don’t know if they work 24 hrs but I reached out to them around 9:30pm and they answered me right away so far no complaints I’m extremely happy with my purchase"
B09W52WZKT,Watch D,Jojo,4.0 out of 5 stars,4.0 out of 5 starsGreat purchase!,9-Oct-23,"I just received my watch and love it. I'm impressed with how easy it was to set up. Anything that I had a question about was easily clarified through tech support that is provided on the mobile phone app. The watch came 80% charged and didn't take much time to fully charge to 100%. I have an iPhone and simply used the camera to download the app. I followed the instructions to sync my phone and connect to Bluetooth. I was instructed by tech support on how to locate other on the mobile app  to personalized the settings which was simple. I immediately had my husband place a call and text message to assure the features were working to which they are. The only issue is the weather app is not giving accurate data but the tech assured me that's it's in the process of being fixed. However, I do not mind because there's so many other useful features. I also realized today that the step feature is not calculating accurately. It is definitely worth the cost. I wanted the features of an apple watch without paying a hefty price and I am satisfied with my purchase thus far."
B09W52WZKT,Watch D,Lora Marie Rogers-Sproat,3.0 out of 5 stars,3.0 out of 5 starsNice,13-Sep-23,"It's nice, and when it stays paired it works ok. My notices are sporadic,  I quite relying on that all together.  When linked, I can answer calls, and dial. I have saved favorites a few times and they won't stay, so I gave up. I can listen to music so that's nice. Sleep tracker and all seems pretty on target, when connected."
B09W52WZKT,Watch D,Stacy Lee Sanders,4.0 out of 5 stars,4.0 out of 5 starsWorked great at first,25-Aug-23,Think it has some glitches it comes on an awful lot just moving my hand to roll over in the middle of the night brings the screen on I had to set it for the screen time to be on for very little time so that I would turn off each time that it was turning on other than that it seems to be working just fine I use it to keep track of my walking and to check my heart rate and my sleeping I have nothing to compare it to though so I did not choose to hook it up to receive calls or anything because I didn't want it for that other than the glitching and the screen coming on and off all the time
B09W52WZKT,Watch D,Diamond DeeDiamond Dee,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsBetter features than the more expensive watches at more than half the price,27-Sep-23,"I have been wanting to increase my physical activity as I have been starting to gain some pounds and to help with stiff joints.  I recently purchased one of those devices that you can track you heart rate and such.  Then someone was recently talking about fitness type watches such as this watch.  Because I am easily swayed back into laziness, I didn’t want to spend a ton of money on a device that I may only use briefly.  After reading so many reviews on smart watches, this watch had best features than the more expensive watches that do the same and for more than half the price.I decided to give this a try and sorry that I waited so long to purchase.  Once you install the app on your phone, you can see everything from there and set your preferences that immediately transfer to the watch.  I love this watch, the price and the ease of use. I am so thrilled and can’t wait to see what other health areas that I can explore and improve on. I was paid to provide an honest review of the product and this is what I have seen so far."
B09W52WZKT,Watch D,colleen maddie,5.0 out of 5 stars,5.0 out of 5 starsSmart watch,13-Nov-23,Very nice watch for work.  Reasonably priced.  Good additional special features
B09W52WZKT,Watch D,Linda Ann Johnson,4.0 out of 5 stars,4.0 out of 5 starsWorks well and as described,5-Oct-23,Alot of choices of main screen. Phone function is easy to use and clear sound.
B09W52WZKT,Watch D,Kass,2.0 out of 5 stars,2.0 out of 5 starsNot what I was expecting,20-Nov-23,"I just got this watch today not too long ago, and I already have some things to say on it. For a 50 dollar watch I honestly expected better. I can't even connect my contacts over even with permission to access my contact... Really? Is anyone else having the same issue as this? I really don't understand why looking at the settings. I've sat down for like a good hour or two just trying to get some of my contacts over and it has been struggling. I even set down my phone while I went to do other work to let it just do its thing thinking maybe it was just slow... It really makes me glad I'm off today because I can't imagine trying to set this thing up with little to no instructions while worrying about getting ready for and getting to work on time. It really just came with a paper saying to download a certain app and when it came to tinkering with other things I was really on my own for it.I can still dial out, but I'd have to have those numbers either written down or memorized which kinda defeats the purpose of having that ""contacts"" tab and overall being able to see who is texting/calling me. I did figure out how to get the weather tab to work though, finally. I do like the idea that it can count how many stops you'd take, and it has other health tabs, but I really don't know how accurate it is. I'm off so I wasn't moving around a whole lot today, but it still reads 0 steps and my data for the health, from what I could tell, was all over the place.I did notice that I'd get notifications though other than just text messaging and calling which I liked. I can see more than just the few people who use my phone number. Tomorrow I go in to work though so we'll see how it does there."
B09W52WZKT,Watch D,Lee reviewsLee reviews,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsThis watch receives text and it dials/Answers,15-Sep-23,"The watch is great. It receives text messages and also you can dial out and answer calls it. The watch has an app that you connect to on your smart phone. One thing you need to remember when you connect your Bluetooth they will be two different Bluetooth connections. There’s one that attaches the watch to the phone and there’s another one that attaches the calls that come in and out you must connect the second Bluetooth setting also to receive and make the phone calls. Both Bluetooth settings will have a similar name. Also if you are wearing AirPods, you only can connect either the AirPods or the sound call answer options either one of the two not both the second Bluetooth connection that connects the phone capability acts almost like an external speaker you can hear the call. Clearly it will play music through the watch. Imagine it like that , it also has fitness bike heart rate monitors, sleeping monitors, and many more things that you can use. This watch is worth the money that I paid for it and right now you can catch it on sale."
B09W52WZKT,Watch D,C. J. Lovelace,5.0 out of 5 stars,5.0 out of 5 starsIncredibly durable,13-Oct-23,"I’ve had the watch for several months. A few set up things I wish were different but overall have been very pleased with how it works and ease of integration with other apps. Love that I didn’t have to pay a ton to get something that works like it claims. The real reason this should get 10 stars is I lost the watch and looked for it for 3 days. Then recalled I had left it on the ledge of my hot tub. 72 hours submerged in the bottom of my hot tub and it still works like a charm. Didn’t even need to do the rice trick. Now I know it doesn’t claim to be 100% waterproof, but that’s pretty impressive to me."
B09W52WZKT,Watch D,Jonna Baker,4.0 out of 5 stars,4.0 out of 5 starsNo issues with this watch,1-Sep-23,For the price it’s a good watch. Easy to use compatible with my Apple phone. Need a newer phone my previous iPhone was a 10 and that was not compatible. Several functions and face settings which I really like. Only down side is the band. Just not my style. I’ve ordered a new band so easy enough to solve. The face of the watch does scratch easy. You might want to purchase a face cover.
B09W52WZKT,Watch D,RRK,3.0 out of 5 stars,3.0 out of 5 starsWill NOT Stay Connected,21-Nov-23,"About the only good thing I can say is music and calls are clear and easy to hear.... IF you can keep your phone connected.1) In a three hour period I had to reconnect 3 different times. Each time I had it set properly and everything work perfectly, it did not stay that way. The phone and music would revert back to my phone in a very short period of time. I had to go back and uninstall, reinstall the app, change the settings on the watch and in the app its self in my phone. That had a lot to do with why I bought it. Incredibly frustrating.2) But, the main reason I bought it was to check my o2. I have copd and I need to know if it drops below 80. The Min and Max is set to 96 through 100 and cannot be changed.I contacted customer service through the chat option (because I couldn't reach them any other way) about these two issues. They never responded to my question about losing the connection and very bluntly told me the o2 settings could not be changed.I was so excited about buying this watch and I'm so disappointed with it. I'll be returning it."
B09W52WZKT,Watch D,sb,5.0 out of 5 stars,"5.0 out of 5 starslots of features, tells time accurately, and looks great",8-Sep-23,"I was impressed from the moment I opened the box. Right on top was 'an extra' screen saver. I examined the watch and sure enough, it had a screen saver already applied. I've had it for a couple of months now. I was surprised by all the features. The band is soft and comfortable. I questioned the battery life, in the beginning, I had to charge it after 3 days, but realized I had the brightness turned up full blast. I turned it down to about 1/3 brightness and can see the readouts just as clearly. Now I only charge it about every 5 days.There are not a lot of written instructions explaining the different features. I have a samsung watch but its really heavy so wanted something lighter  on my arm. Even though I was used to using a digital watch, I still had question after question as I explored and played with the watch. The customer service is via texting and they replied promptly and helpfully each time, even when I had trouble following their very accurate and precise instructions. They didnt give up looking for solutions to my problem. I wanted the watch to stop playing music - the tech walked me through the steps over and over until I figured it out. For the money, I've very satisfied."
B09W52WZKT,Watch D,Hamza,3.0 out of 5 stars,3.0 out of 5 starsCharging cable does not charge anymore,26-Sep-23,Bought this for my daughter back in late November 2022 and charging cable died in August 2023. Lasted only 9 months.
B09W52WZKT,Watch D,Jay,4.0 out of 5 stars,4.0 out of 5 starsSYNCING IS A PAIN!!,13-Nov-23,"I will have to come back and do another review once I use this watch for awhile. The pairing was so difficult unnecessarily. I had to reset the watch a few times and had to delete and read the app over again just to pair it. So far now that it is paired, I can receive calls and people can hear me clearly on watch. My husband has huge hands and usually the bigger watches are odd looking and this one is a happy medium. Had mine next to an Apple watch and the only difference was the sides."
B09W52WZKT,Watch D,Naye,5.0 out of 5 stars,5.0 out of 5 starsOperating instructions,7-Sep-23,"For all the functions. Isn't compatible, or work with my fitness tracker."
B09W52WZKT,Watch D,Rebecca Connor,3.0 out of 5 stars,3.0 out of 5 starsDoesn’t connect to iPhone.,16-Oct-23,This watch is great to track your steps and your pulse. The only problem I have is it will not connect to my phone. I have tried troubleshooting with the instructions it came with but it still doesn’t show calls or messages that come through.
B09W52WZKT,Watch D,Kindle CustomerKindle Customer,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsBetter quality than I expected,25-Oct-23,I am very pleased with this purchase.  I purchase a fitness watch from another company that I was so disappointed that I threw it away after one week.  I love this fit watch.  It looks and functions like the apple watch.  I was pleasantly surprised when i walked away from my desk and did not have my sell phone and it rang. The thing I'm most pleased with about this one is that I didn't have to take it apart to charge it.  The charger connects like a magnet to the back of the watch face.  I also like fact that it is easy to connect with a representative with questions by direct messaging and get an almost immediate response.
B09W52WZKT,Watch D,Schoolbook,5.0 out of 5 stars,"5.0 out of 5 starsGreat watch, especially for the price",14-Oct-23,"I bought this watch to see if I would use a smart watch before I paid for one that was more expensive. I not only did not buy the expensive watch, I bought a second one of this model after I left the first one in a TSA bin in Rome. It does everything I need, it’s comfortable and low profile on my wrist and has synced with my phone without any issues. I have to disable the Bluetooth when in my car so it’s not the primary device, but that’s not a big deal. I receive messages on it but you can’t answer on the watch, which is fine for me. Overall, I really like this watch."
B09W52WZKT,Watch D,Mrs. Irvine,4.0 out of 5 stars,4.0 out of 5 starsGets Better,13-Oct-23,At first I hated this watch. It was hard to figure out and set up. It was a gift for my husband and it took both us 2 days on trying get it set up. One it is set up it’s great! You can receive & call people. You can receive messages. That was the main reason I bought was so he gets the notification right then and there. I think it was worth the buy. It was a struggle but it got better.
B09W52WZKT,Watch D,Evelin Escobar,5.0 out of 5 stars,5.0 out of 5 starsEs perfecto,27-Sep-23,El color es muy bonito 😊
B09W52WZKT,Watch D,Martin Handy,5.0 out of 5 stars,5.0 out of 5 starsGreat quality,15-Sep-23,"I can’t get my messages to show , I can’t change my time, it doesn’t light up when I looks at it and a few more items but it’s overrated. I love it so far with the app you have to download with it. I just received it so ama play with it a little more to try to find out things about it before I send it back. But things I didn’t mention is a plus and works very well. I’ll be writing an update after I figure this outUPDATE:so all the settings is on the watch not the phone really. Omg this watch is a must y’all I promise y’all won’t regret it…"
B09W52WZKT,Watch D,Marysmail,3.0 out of 5 stars,3.0 out of 5 starsWatch,20-Oct-23,As I am not too smart with the way this watch works my husband did most northeast up for me.  This watch is not for a person like me unless you have someone that can help you.
B09W52WZKT,Watch D,Big Ken,5.0 out of 5 stars,5.0 out of 5 starsWay more accurate than my last fitness watch,30-Oct-23,"Ive never owned an apple watch or a fitbit so I can't compare it to those, but then those are in a whole different price range. I can compare it to another watch I bought from Amazon recently. The other watch was nice looking enough and had a bunch of features for just $35, just none of those features worked well. This watch, however has more features and they all work pretty well. The sleep tracker function actually seemed accurate, the heart rate monitor and blood oxygen agreed with my spo2 meter, and after I adjusted my stride length in the app, the step counter was close. The flashlight mode (just turns the screen on white at max brightness) is usable to see around indoors and not trip over the dog. I just tried the breathing/meditation mode, to see what that's all about, and it just helps you pace your breathing. As someone prone to anxiety attacks occasionally, that could be useful. I'm really liking this watch thus far, this is one of those cases where you pay a little more and get a lot more."
B09W52WZKT,Watch D,hippie,4.0 out of 5 stars,4.0 out of 5 starsMight work for some was not what I was looking for,8-Nov-23,"I did like to watch, however, it was not what I was hoping for. I was hoping more for an Apple Watch type. This is very limited."
B09W52WZKT,Watch D,Mary,5.0 out of 5 stars,5.0 out of 5 starsDoes what I wanted it for,14-Nov-23,"I have a $500 Apple Watch that I have to charge 2-3 times a day and for some reason it will not download my fitness information to my iPhone, despite repeated attempts and trips to my carrier to fix it. This $30 watch has a long lasting battery and does everything I was hoping my Apple Watch would do. This is a great find. I’m glad it came with a free screen protector too. It was very easy to set up and now I can track all my fitness information along with other benefits like receiving my messages on my watch or making calls. It also tracks the weather for me and does a handful of other things."
B09W52WZKT,Watch D,Cindy Wishman,5.0 out of 5 stars,5.0 out of 5 starsLove love love this watch!,7-Nov-23,"Omg, I was so worried after reading the reviews HOWEVER I had ZERO issues with downloading the app and using it. The app was super easy to set up, has ALL the functions as a Samsung or Apple watch and since receiving mine, my mom, aunt and daughter have all bought one. My daughter has a Samsung watch, the previous version to the newest and she switched!! I absolutely recommend this!! If u are new to Bluetooth watches, this is a GREAT first one to see if and how u use it."
B09W52WZKT,Watch D,PAULINE LECOMPTE,5.0 out of 5 stars,5.0 out of 5 starsAWESOME DXPICR SMARTWATCH,4-Nov-23,"I wasn’t sure what to expect when I decided to get another Smartwatch while my last Smartwatch was on the last leg.  To my surprise, I like my DXPICR Smartwatch a lot more than I expected.  I especially enjoy the features like changing watch faces; screen timeout setting; and voice assistant.  I also enjoy using HuaWise Fit app.  It is easy to use.  I like this app that includes User Manual, Binding Guide, 24-hr Customer Service, and offers 12-month Warranty.  The shipment was quick.  It only took 2 days from the time I placed the order to delivery.  For anyone who is looking for an awesome Smartwatch with a reasonable price, I highly recommend getting this DXPICR Smartwatch!"
